"step","time","S","I","R"
2131,2131,17439,0,82571
2132,2132,17439,0,82571
2133,2133,17439,0,82571
2134,2134,17439,0,82571
2135,2135,17439,0,82571
2136,2136,17439,0,82571
2137,2137,17439,0,82571
2138,2138,17439,0,82571
2139,2139,17439,0,82571
2140,2140,17439,0,82571
2141,2141,17439,0,82571
2142,2142,17439,0,82571
2143,2143,17439,0,82571
2144,2144,17439,0,82571
2145,2145,17439,0,82571
2146,2146,17439,0,82571
2147,2147,17439,0,82571
2148,2148,17439,0,82571
2149,2149,17439,0,82571
2150,2150,17439,0,82571
2151,2151,17439,0,82571
2152,2152,17439,0,82571
2153,2153,17439,0,82571
2154,2154,17439,0,82571
2155,2155,17439,0,82571
2156,2156,17439,0,82571
2157,2157,17439,0,82571
2158,2158,17439,0,82571
2159,2159,17439,0,82571
2160,2160,17439,0,82571
2161,2161,17439,0,82571
2162,2162,17439,0,82571
2163,2163,17439,0,82571
2164,2164,17439,0,82571
2165,2165,17439,0,82571
2166,2166,17439,0,82571
2167,2167,17439,0,82571
2168,2168,17439,0,82571
2169,2169,17439,0,82571
2170,2170,17439,0,82571
2171,2171,17439,0,82571
2172,2172,17439,0,82571
2173,2173,17439,0,82571
2174,2174,17439,0,82571
2175,2175,17439,0,82571
2176,2176,17439,0,82571
2177,2177,17439,0,82571
2178,2178,17439,0,82571
2179,2179,17439,0,82571
2180,2180,17439,0,82571
2181,2181,17439,0,82571
2182,2182,17439,0,82571
2183,2183,17439,0,82571
2184,2184,17439,0,82571
2185,2185,17439,0,82571
2186,2186,17439,0,82571
2187,2187,17439,0,82571
2188,2188,17439,0,82571
2189,2189,17439,0,82571
2190,2190,17439,0,82571
2191,2191,17439,0,82571
2192,2192,17439,0,82571
2193,2193,17439,0,82571
2194,2194,17439,0,82571
2195,2195,17439,0,82571
2196,2196,17439,0,82571
2197,2197,17439,0,82571
2198,2198,17439,0,82571
2199,2199,17439,0,82571
2200,2200,17439,0,82571
2201,2201,17439,0,82571
2202,2202,17439,0,82571
2203,2203,17439,0,82571
2204,2204,17439,0,82571
2205,2205,17439,0,82571
2206,2206,17439,0,82571
2207,2207,17439,0,82571
2208,2208,17439,0,82571
2209,2209,17439,0,82571
2210,2210,17439,0,82571
2211,2211,17439,0,82571
2212,2212,17439,0,82571
2213,2213,17439,0,82571
2214,2214,17439,0,82571
2215,2215,17439,0,82571
2216,2216,17439,0,82571
2217,2217,17439,0,82571
2218,2218,17439,0,82571
2219,2219,17439,0,82571
2220,2220,17439,0,82571
2221,2221,17439,0,82571
2222,2222,17439,0,82571
2223,2223,17439,0,82571
2224,2224,17439,0,82571
2225,2225,17439,0,82571
2226,2226,17439,0,82571
2227,2227,17439,0,82571
2228,2228,17439,0,82571
2229,2229,17439,0,82571
2230,2230,17439,0,82571
2231,2231,17439,0,82571
2232,2232,17439,0,82571
2233,2233,17439,0,82571
2234,2234,17439,0,82571
2235,2235,17439,0,82571
2236,2236,17439,0,82571
2237,2237,17439,0,82571
2238,2238,17439,0,82571
2239,2239,17439,0,82571
2240,2240,17439,0,82571
2241,2241,17439,0,82571
2242,2242,17439,0,82571
2243,2243,17439,0,82571
2244,2244,17439,0,82571
2245,2245,17439,0,82571
2246,2246,17439,0,82571
2247,2247,17439,0,82571
2248,2248,17439,0,82571
2249,2249,17439,0,82571
2250,2250,17439,0,82571
2251,2251,17439,0,82571
2252,2252,17439,0,82571
2253,2253,17439,0,82571
2254,2254,17439,0,82571
2255,2255,17439,0,82571
2256,2256,17439,0,82571
2257,2257,17439,0,82571
2258,2258,17439,0,82571
2259,2259,17439,0,82571
2260,2260,17439,0,82571
2261,2261,17439,0,82571
2262,2262,17439,0,82571
2263,2263,17439,0,82571
2264,2264,17439,0,82571
2265,2265,17439,0,82571
2266,2266,17439,0,82571
2267,2267,17439,0,82571
2268,2268,17439,0,82571
2269,2269,17439,0,82571
2270,2270,17439,0,82571
2271,2271,17439,0,82571
2272,2272,17439,0,82571
2273,2273,17439,0,82571
2274,2274,17439,0,82571
2275,2275,17439,0,82571
2276,2276,17439,0,82571
2277,2277,17439,0,82571
2278,2278,17439,0,82571
2279,2279,17439,0,82571
2280,2280,17439,0,82571
2281,2281,17439,0,82571
2282,2282,17439,0,82571
2283,2283,17439,0,82571
2284,2284,17439,0,82571
2285,2285,17439,0,82571
2286,2286,17439,0,82571
2287,2287,17439,0,82571
2288,2288,17439,0,82571
2289,2289,17439,0,82571
2290,2290,17439,0,82571
2291,2291,17439,0,82571
2292,2292,17439,0,82571
2293,2293,17439,0,82571
2294,2294,17439,0,82571
2295,2295,17439,0,82571
2296,2296,17439,0,82571
2297,2297,17439,0,82571
2298,2298,17439,0,82571
2299,2299,17439,0,82571
2300,2300,17439,0,82571
2301,2301,17439,0,82571
2302,2302,17439,0,82571
2303,2303,17439,0,82571
2304,2304,17439,0,82571
2305,2305,17439,0,82571
2306,2306,17439,0,82571
2307,2307,17439,0,82571
2308,2308,17439,0,82571
2309,2309,17439,0,82571
2310,2310,17439,0,82571
2311,2311,17439,0,82571
2312,2312,17439,0,82571
2313,2313,17439,0,82571
2314,2314,17439,0,82571
2315,2315,17439,0,82571
2316,2316,17439,0,82571
2317,2317,17439,0,82571
2318,2318,17439,0,82571
2319,2319,17439,0,82571
2320,2320,17439,0,82571
2321,2321,17439,0,82571
2322,2322,17439,0,82571
2323,2323,17439,0,82571
2324,2324,17439,0,82571
2325,2325,17439,0,82571
2326,2326,17439,0,82571
2327,2327,17439,0,82571
2328,2328,17439,0,82571
2329,2329,17439,0,82571
2330,2330,17439,0,82571
2331,2331,17439,0,82571
2332,2332,17439,0,82571
2333,2333,17439,0,82571
2334,2334,17439,0,82571
2335,2335,17439,0,82571
2336,2336,17439,0,82571
2337,2337,17439,0,82571
2338,2338,17439,0,82571
2339,2339,17439,0,82571
2340,2340,17439,0,82571
2341,2341,17439,0,82571
2342,2342,17439,0,82571
2343,2343,17439,0,82571
2344,2344,17439,0,82571
2345,2345,17439,0,82571
2346,2346,17439,0,82571
2347,2347,17439,0,82571
2348,2348,17439,0,82571
2349,2349,17439,0,82571
2350,2350,17439,0,82571
2351,2351,17439,0,82571
2352,2352,17439,0,82571
2353,2353,17439,0,82571
2354,2354,17439,0,82571
2355,2355,17439,0,82571
2356,2356,17439,0,82571
2357,2357,17439,0,82571
2358,2358,17439,0,82571
2359,2359,17439,0,82571
2360,2360,17439,0,82571
2361,2361,17439,0,82571
2362,2362,17439,0,82571
2363,2363,17439,0,82571
2364,2364,17439,0,82571
2365,2365,17439,0,82571
2366,2366,17439,0,82571
2367,2367,17439,0,82571
2368,2368,17439,0,82571
2369,2369,17439,0,82571
2370,2370,17439,0,82571
2371,2371,17439,0,82571
2372,2372,17439,0,82571
2373,2373,17439,0,82571
2374,2374,17439,0,82571
2375,2375,17439,0,82571
2376,2376,17439,0,82571
2377,2377,17439,0,82571
2378,2378,17439,0,82571
2379,2379,17439,0,82571
2380,2380,17439,0,82571
2381,2381,17439,0,82571
2382,2382,17439,0,82571
2383,2383,17439,0,82571
2384,2384,17439,0,82571
2385,2385,17439,0,82571
2386,2386,17439,0,82571
2387,2387,17439,0,82571
2388,2388,17439,0,82571
2389,2389,17439,0,82571
2390,2390,17439,0,82571
2391,2391,17439,0,82571
2392,2392,17439,0,82571
2393,2393,17439,0,82571
2394,2394,17439,0,82571
2395,2395,17439,0,82571
2396,2396,17439,0,82571
2397,2397,17439,0,82571
2398,2398,17439,0,82571
2399,2399,17439,0,82571
2400,2400,17439,0,82571
2401,2401,17439,0,82571
2402,2402,17439,0,82571
2403,2403,17439,0,82571
2404,2404,17439,0,82571
2405,2405,17439,0,82571
2406,2406,17439,0,82571
2407,2407,17439,0,82571
2408,2408,17439,0,82571
2409,2409,17439,0,82571
2410,2410,17439,0,82571
2411,2411,17439,0,82571
2412,2412,17439,0,82571
2413,2413,17439,0,82571
2414,2414,17439,0,82571
2415,2415,17439,0,82571
2416,2416,17439,0,82571
2417,2417,17439,0,82571
2418,2418,17439,0,82571
2419,2419,17439,0,82571
2420,2420,17439,0,82571
2421,2421,17439,0,82571
2422,2422,17439,0,82571
2423,2423,17439,0,82571
2424,2424,17439,0,82571
2425,2425,17439,0,82571
2426,2426,17439,0,82571
2427,2427,17439,0,82571
2428,2428,17439,0,82571
2429,2429,17439,0,82571
2430,2430,17439,0,82571
2431,2431,17439,0,82571
2432,2432,17439,0,82571
2433,2433,17439,0,82571
2434,2434,17439,0,82571
2435,2435,17439,0,82571
2436,2436,17439,0,82571
2437,2437,17439,0,82571
2438,2438,17439,0,82571
2439,2439,17439,0,82571
2440,2440,17439,0,82571
2441,2441,17439,0,82571
2442,2442,17439,0,82571
2443,2443,17439,0,82571
2444,2444,17439,0,82571
2445,2445,17439,0,82571
2446,2446,17439,0,82571
2447,2447,17439,0,82571
2448,2448,17439,0,82571
2449,2449,17439,0,82571
2450,2450,17439,0,82571
2451,2451,17439,0,82571
2452,2452,17439,0,82571
2453,2453,17439,0,82571
2454,2454,17439,0,82571
2455,2455,17439,0,82571
2456,2456,17439,0,82571
2457,2457,17439,0,82571
2458,2458,17439,0,82571
2459,2459,17439,0,82571
2460,2460,17439,0,82571
2461,2461,17439,0,82571
2462,2462,17439,0,82571
2463,2463,17439,0,82571
2464,2464,17439,0,82571
2465,2465,17439,0,82571
2466,2466,17439,0,82571
2467,2467,17439,0,82571
2468,2468,17439,0,82571
2469,2469,17439,0,82571
2470,2470,17439,0,82571
2471,2471,17439,0,82571
2472,2472,17439,0,82571
2473,2473,17439,0,82571
2474,2474,17439,0,82571
2475,2475,17439,0,82571
2476,2476,17439,0,82571
2477,2477,17439,0,82571
2478,2478,17439,0,82571
2479,2479,17439,0,82571
2480,2480,17439,0,82571
2481,2481,17439,0,82571
2482,2482,17439,0,82571
2483,2483,17439,0,82571
2484,2484,17439,0,82571
2485,2485,17439,0,82571
2486,2486,17439,0,82571
2487,2487,17439,0,82571
2488,2488,17439,0,82571
2489,2489,17439,0,82571
2490,2490,17439,0,82571
2491,2491,17439,0,82571
2492,2492,17439,0,82571
2493,2493,17439,0,82571
2494,2494,17439,0,82571
2495,2495,17439,0,82571
2496,2496,17439,0,82571
2497,2497,17439,0,82571
2498,2498,17439,0,82571
2499,2499,17439,0,82571
2500,2500,17439,0,82571
2501,2501,17439,0,82571
2502,2502,17439,0,82571
2503,2503,17439,0,82571
2504,2504,17439,0,82571
2505,2505,17439,0,82571
2506,2506,17439,0,82571
2507,2507,17439,0,82571
2508,2508,17439,0,82571
2509,2509,17439,0,82571
2510,2510,17439,0,82571
2511,2511,17439,0,82571
2512,2512,17439,0,82571
2513,2513,17439,0,82571
2514,2514,17439,0,82571
2515,2515,17439,0,82571
2516,2516,17439,0,82571
2517,2517,17439,0,82571
2518,2518,17439,0,82571
2519,2519,17439,0,82571
2520,2520,17439,0,82571
2521,2521,17439,0,82571
2522,2522,17439,0,82571
2523,2523,17439,0,82571
2524,2524,17439,0,82571
2525,2525,17439,0,82571
2526,2526,17439,0,82571
2527,2527,17439,0,82571
2528,2528,17439,0,82571
2529,2529,17439,0,82571
2530,2530,17439,0,82571
2531,2531,17439,0,82571
2532,2532,17439,0,82571
2533,2533,17439,0,82571
2534,2534,17439,0,82571
2535,2535,17439,0,82571
2536,2536,17439,0,82571
2537,2537,17439,0,82571
2538,2538,17439,0,82571
2539,2539,17439,0,82571
2540,2540,17439,0,82571
2541,2541,17439,0,82571
2542,2542,17439,0,82571
2543,2543,17439,0,82571
2544,2544,17439,0,82571
2545,2545,17439,0,82571
2546,2546,17439,0,82571
2547,2547,17439,0,82571
2548,2548,17439,0,82571
2549,2549,17439,0,82571
2550,2550,17439,0,82571
2551,2551,17439,0,82571
2552,2552,17439,0,82571
2553,2553,17439,0,82571
2554,2554,17439,0,82571
2555,2555,17439,0,82571
2556,2556,17439,0,82571
2557,2557,17439,0,82571
2558,2558,17439,0,82571
2559,2559,17439,0,82571
2560,2560,17439,0,82571
2561,2561,17439,0,82571
2562,2562,17439,0,82571
2563,2563,17439,0,82571
2564,2564,17439,0,82571
2565,2565,17439,0,82571
2566,2566,17439,0,82571
2567,2567,17439,0,82571
2568,2568,17439,0,82571
2569,2569,17439,0,82571
2570,2570,17439,0,82571
2571,2571,17439,0,82571
2572,2572,17439,0,82571
2573,2573,17439,0,82571
2574,2574,17439,0,82571
2575,2575,17439,0,82571
2576,2576,17439,0,82571
2577,2577,17439,0,82571
2578,2578,17439,0,82571
2579,2579,17439,0,82571
2580,2580,17439,0,82571
2581,2581,17439,0,82571
2582,2582,17439,0,82571
2583,2583,17439,0,82571
2584,2584,17439,0,82571
2585,2585,17439,0,82571
2586,2586,17439,0,82571
2587,2587,17439,0,82571
2588,2588,17439,0,82571
2589,2589,17439,0,82571
2590,2590,17439,0,82571
2591,2591,17439,0,82571
2592,2592,17439,0,82571
2593,2593,17439,0,82571
2594,2594,17439,0,82571
2595,2595,17439,0,82571
2596,2596,17439,0,82571
2597,2597,17439,0,82571
2598,2598,17439,0,82571
2599,2599,17439,0,82571
2600,2600,17439,0,82571
2601,2601,17439,0,82571
2602,2602,17439,0,82571
2603,2603,17439,0,82571
2604,2604,17439,0,82571
2605,2605,17439,0,82571
2606,2606,17439,0,82571
2607,2607,17439,0,82571
2608,2608,17439,0,82571
2609,2609,17439,0,82571
2610,2610,17439,0,82571
2611,2611,17439,0,82571
2612,2612,17439,0,82571
2613,2613,17439,0,82571
2614,2614,17439,0,82571
2615,2615,17439,0,82571
2616,2616,17439,0,82571
2617,2617,17439,0,82571
2618,2618,17439,0,82571
2619,2619,17439,0,82571
2620,2620,17439,0,82571
2621,2621,17439,0,82571
2622,2622,17439,0,82571
2623,2623,17439,0,82571
2624,2624,17439,0,82571
2625,2625,17439,0,82571
2626,2626,17439,0,82571
2627,2627,17439,0,82571
2628,2628,17439,0,82571
2629,2629,17439,0,82571
2630,2630,17439,0,82571
2631,2631,17439,0,82571
2632,2632,17439,0,82571
2633,2633,17439,0,82571
2634,2634,17439,0,82571
2635,2635,17439,0,82571
2636,2636,17439,0,82571
2637,2637,17439,0,82571
2638,2638,17439,0,82571
2639,2639,17439,0,82571
2640,2640,17439,0,82571
2641,2641,17439,0,82571
2642,2642,17439,0,82571
2643,2643,17439,0,82571
2644,2644,17439,0,82571
2645,2645,17439,0,82571
2646,2646,17439,0,82571
2647,2647,17439,0,82571
2648,2648,17439,0,82571
2649,2649,17439,0,82571
2650,2650,17439,0,82571
2651,2651,17439,0,82571
2652,2652,17439,0,82571
2653,2653,17439,0,82571
2654,2654,17439,0,82571
2655,2655,17439,0,82571
2656,2656,17439,0,82571
2657,2657,17439,0,82571
2658,2658,17439,0,82571
2659,2659,17439,0,82571
2660,2660,17439,0,82571
2661,2661,17439,0,82571
2662,2662,17439,0,82571
2663,2663,17439,0,82571
2664,2664,17439,0,82571
2665,2665,17439,0,82571
2666,2666,17439,0,82571
2667,2667,17439,0,82571
2668,2668,17439,0,82571
2669,2669,17439,0,82571
2670,2670,17439,0,82571
2671,2671,17439,0,82571
2672,2672,17439,0,82571
2673,2673,17439,0,82571
2674,2674,17439,0,82571
2675,2675,17439,0,82571
2676,2676,17439,0,82571
2677,2677,17439,0,82571
2678,2678,17439,0,82571
2679,2679,17439,0,82571
2680,2680,17439,0,82571
2681,2681,17439,0,82571
2682,2682,17439,0,82571
2683,2683,17439,0,82571
2684,2684,17439,0,82571
2685,2685,17439,0,82571
2686,2686,17439,0,82571
2687,2687,17439,0,82571
2688,2688,17439,0,82571
2689,2689,17439,0,82571
2690,2690,17439,0,82571
2691,2691,17439,0,82571
2692,2692,17439,0,82571
2693,2693,17439,0,82571
2694,2694,17439,0,82571
2695,2695,17439,0,82571
2696,2696,17439,0,82571
2697,2697,17439,0,82571
2698,2698,17439,0,82571
2699,2699,17439,0,82571
2700,2700,17439,0,82571
2701,2701,17439,0,82571
2702,2702,17439,0,82571
2703,2703,17439,0,82571
2704,2704,17439,0,82571
2705,2705,17439,0,82571
2706,2706,17439,0,82571
2707,2707,17439,0,82571
2708,2708,17439,0,82571
2709,2709,17439,0,82571
2710,2710,17439,0,82571
2711,2711,17439,0,82571
2712,2712,17439,0,82571
2713,2713,17439,0,82571
2714,2714,17439,0,82571
2715,2715,17439,0,82571
2716,2716,17439,0,82571
2717,2717,17439,0,82571
2718,2718,17439,0,82571
2719,2719,17439,0,82571
2720,2720,17439,0,82571
2721,2721,17439,0,82571
2722,2722,17439,0,82571
2723,2723,17439,0,82571
2724,2724,17439,0,82571
2725,2725,17439,0,82571
2726,2726,17439,0,82571
2727,2727,17439,0,82571
2728,2728,17439,0,82571
2729,2729,17439,0,82571
2730,2730,17439,0,82571
2731,2731,17439,0,82571
2732,2732,17439,0,82571
2733,2733,17439,0,82571
2734,2734,17439,0,82571
2735,2735,17439,0,82571
2736,2736,17439,0,82571
2737,2737,17439,0,82571
2738,2738,17439,0,82571
2739,2739,17439,0,82571
2740,2740,17439,0,82571
2741,2741,17439,0,82571
2742,2742,17439,0,82571
2743,2743,17439,0,82571
2744,2744,17439,0,82571
2745,2745,17439,0,82571
2746,2746,17439,0,82571
2747,2747,17439,0,82571
2748,2748,17439,0,82571
2749,2749,17439,0,82571
2750,2750,17439,0,82571
2751,2751,17439,0,82571
2752,2752,17439,0,82571
2753,2753,17439,0,82571
2754,2754,17439,0,82571
2755,2755,17439,0,82571
2756,2756,17439,0,82571
2757,2757,17439,0,82571
2758,2758,17439,0,82571
2759,2759,17439,0,82571
2760,2760,17439,0,82571
2761,2761,17439,0,82571
2762,2762,17439,0,82571
2763,2763,17439,0,82571
2764,2764,17439,0,82571
2765,2765,17439,0,82571
2766,2766,17439,0,82571
2767,2767,17439,0,82571
2768,2768,17439,0,82571
2769,2769,17439,0,82571
2770,2770,17439,0,82571
2771,2771,17439,0,82571
2772,2772,17439,0,82571
2773,2773,17439,0,82571
2774,2774,17439,0,82571
2775,2775,17439,0,82571
2776,2776,17439,0,82571
2777,2777,17439,0,82571
2778,2778,17439,0,82571
2779,2779,17439,0,82571
2780,2780,17439,0,82571
2781,2781,17439,0,82571
2782,2782,17439,0,82571
2783,2783,17439,0,82571
2784,2784,17439,0,82571
2785,2785,17439,0,82571
2786,2786,17439,0,82571
2787,2787,17439,0,82571
2788,2788,17439,0,82571
2789,2789,17439,0,82571
2790,2790,17439,0,82571
2791,2791,17439,0,82571
2792,2792,17439,0,82571
2793,2793,17439,0,82571
2794,2794,17439,0,82571
2795,2795,17439,0,82571
2796,2796,17439,0,82571
2797,2797,17439,0,82571
2798,2798,17439,0,82571
2799,2799,17439,0,82571
2800,2800,17439,0,82571
2801,2801,17439,0,82571
2802,2802,17439,0,82571
2803,2803,17439,0,82571
2804,2804,17439,0,82571
2805,2805,17439,0,82571
2806,2806,17439,0,82571
2807,2807,17439,0,82571
2808,2808,17439,0,82571
2809,2809,17439,0,82571
2810,2810,17439,0,82571
2811,2811,17439,0,82571
2812,2812,17439,0,82571
2813,2813,17439,0,82571
2814,2814,17439,0,82571
2815,2815,17439,0,82571
2816,2816,17439,0,82571
2817,2817,17439,0,82571
2818,2818,17439,0,82571
2819,2819,17439,0,82571
2820,2820,17439,0,82571
2821,2821,17439,0,82571
2822,2822,17439,0,82571
2823,2823,17439,0,82571
2824,2824,17439,0,82571
2825,2825,17439,0,82571
2826,2826,17439,0,82571
2827,2827,17439,0,82571
2828,2828,17439,0,82571
2829,2829,17439,0,82571
2830,2830,17439,0,82571
2831,2831,17439,0,82571
2832,2832,17439,0,82571
2833,2833,17439,0,82571
2834,2834,17439,0,82571
2835,2835,17439,0,82571
2836,2836,17439,0,82571
2837,2837,17439,0,82571
2838,2838,17439,0,82571
2839,2839,17439,0,82571
2840,2840,17439,0,82571
2841,2841,17439,0,82571
2842,2842,17439,0,82571
2843,2843,17439,0,82571
2844,2844,17439,0,82571
2845,2845,17439,0,82571
2846,2846,17439,0,82571
2847,2847,17439,0,82571
2848,2848,17439,0,82571
2849,2849,17439,0,82571
2850,2850,17439,0,82571
2851,2851,17439,0,82571
2852,2852,17439,0,82571
2853,2853,17439,0,82571
2854,2854,17439,0,82571
2855,2855,17439,0,82571
2856,2856,17439,0,82571
2857,2857,17439,0,82571
2858,2858,17439,0,82571
2859,2859,17439,0,82571
2860,2860,17439,0,82571
2861,2861,17439,0,82571
2862,2862,17439,0,82571
2863,2863,17439,0,82571
2864,2864,17439,0,82571
2865,2865,17439,0,82571
2866,2866,17439,0,82571
2867,2867,17439,0,82571
2868,2868,17439,0,82571
2869,2869,17439,0,82571
2870,2870,17439,0,82571
2871,2871,17439,0,82571
2872,2872,17439,0,82571
2873,2873,17439,0,82571
2874,2874,17439,0,82571
2875,2875,17439,0,82571
2876,2876,17439,0,82571
2877,2877,17439,0,82571
2878,2878,17439,0,82571
2879,2879,17439,0,82571
2880,2880,17439,0,82571
2881,2881,17439,0,82571
2882,2882,17439,0,82571
2883,2883,17439,0,82571
2884,2884,17439,0,82571
2885,2885,17439,0,82571
2886,2886,17439,0,82571
2887,2887,17439,0,82571
2888,2888,17439,0,82571
2889,2889,17439,0,82571
2890,2890,17439,0,82571
2891,2891,17439,0,82571
2892,2892,17439,0,82571
2893,2893,17439,0,82571
2894,2894,17439,0,82571
2895,2895,17439,0,82571
2896,2896,17439,0,82571
2897,2897,17439,0,82571
2898,2898,17439,0,82571
2899,2899,17439,0,82571
2900,2900,17439,0,82571
2901,2901,17439,0,82571
2902,2902,17439,0,82571
2903,2903,17439,0,82571
2904,2904,17439,0,82571
2905,2905,17439,0,82571
2906,2906,17439,0,82571
2907,2907,17439,0,82571
2908,2908,17439,0,82571
2909,2909,17439,0,82571
2910,2910,17439,0,82571
2911,2911,17439,0,82571
2912,2912,17439,0,82571
2913,2913,17439,0,82571
2914,2914,17439,0,82571
2915,2915,17439,0,82571
2916,2916,17439,0,82571
2917,2917,17439,0,82571
2918,2918,17439,0,82571
2919,2919,17439,0,82571
2920,2920,17439,0,82571
2921,2921,17439,0,82571
2922,2922,17439,0,82571
2923,2923,17439,0,82571
2924,2924,17439,0,82571
2925,2925,17439,0,82571
2926,2926,17439,0,82571
2927,2927,17439,0,82571
2928,2928,17439,0,82571
2929,2929,17439,0,82571
2930,2930,17439,0,82571
2931,2931,17439,0,82571
2932,2932,17439,0,82571
2933,2933,17439,0,82571
2934,2934,17439,0,82571
2935,2935,17439,0,82571
2936,2936,17439,0,82571
2937,2937,17439,0,82571
2938,2938,17439,0,82571
2939,2939,17439,0,82571
2940,2940,17439,0,82571
2941,2941,17439,0,82571
2942,2942,17439,0,82571
2943,2943,17439,0,82571
2944,2944,17439,0,82571
2945,2945,17439,0,82571
2946,2946,17439,0,82571
2947,2947,17439,0,82571
2948,2948,17439,0,82571
2949,2949,17439,0,82571
2950,2950,17439,0,82571
2951,2951,17439,0,82571
2952,2952,17439,0,82571
2953,2953,17439,0,82571
2954,2954,17439,0,82571
2955,2955,17439,0,82571
2956,2956,17439,0,82571
2957,2957,17439,0,82571
2958,2958,17439,0,82571
2959,2959,17439,0,82571
2960,2960,17439,0,82571
2961,2961,17439,0,82571
2962,2962,17439,0,82571
2963,2963,17439,0,82571
2964,2964,17439,0,82571
2965,2965,17439,0,82571
2966,2966,17439,0,82571
2967,2967,17439,0,82571
2968,2968,17439,0,82571
2969,2969,17439,0,82571
2970,2970,17439,0,82571
2971,2971,17439,0,82571
2972,2972,17439,0,82571
2973,2973,17439,0,82571
2974,2974,17439,0,82571
2975,2975,17439,0,82571
2976,2976,17439,0,82571
2977,2977,17439,0,82571
2978,2978,17439,0,82571
2979,2979,17439,0,82571
2980,2980,17439,0,82571
2981,2981,17439,0,82571
2982,2982,17439,0,82571
2983,2983,17439,0,82571
2984,2984,17439,0,82571
2985,2985,17439,0,82571
2986,2986,17439,0,82571
2987,2987,17439,0,82571
2988,2988,17439,0,82571
2989,2989,17439,0,82571
2990,2990,17439,0,82571
2991,2991,17439,0,82571
2992,2992,17439,0,82571
2993,2993,17439,0,82571
2994,2994,17439,0,82571
2995,2995,17439,0,82571
2996,2996,17439,0,82571
2997,2997,17439,0,82571
2998,2998,17439,0,82571
2999,2999,17439,0,82571
3000,3000,17439,0,82571
3001,3001,17439,0,82571
3002,3002,17439,0,82571
3003,3003,17439,0,82571
3004,3004,17439,0,82571
3005,3005,17439,0,82571
3006,3006,17439,0,82571
3007,3007,17439,0,82571
3008,3008,17439,0,82571
3009,3009,17439,0,82571
3010,3010,17439,0,82571
3011,3011,17439,0,82571
3012,3012,17439,0,82571
3013,3013,17439,0,82571
3014,3014,17439,0,82571
3015,3015,17439,0,82571
3016,3016,17439,0,82571
3017,3017,17439,0,82571
3018,3018,17439,0,82571
3019,3019,17439,0,82571
3020,3020,17439,0,82571
3021,3021,17439,0,82571
3022,3022,17439,0,82571
3023,3023,17439,0,82571
3024,3024,17439,0,82571
3025,3025,17439,0,82571
3026,3026,17439,0,82571
3027,3027,17439,0,82571
3028,3028,17439,0,82571
3029,3029,17439,0,82571
3030,3030,17439,0,82571
3031,3031,17439,0,82571
3032,3032,17439,0,82571
3033,3033,17439,0,82571
3034,3034,17439,0,82571
3035,3035,17439,0,82571
3036,3036,17439,0,82571
3037,3037,17439,0,82571
3038,3038,17439,0,82571
3039,3039,17439,0,82571
3040,3040,17439,0,82571
3041,3041,17439,0,82571
3042,3042,17439,0,82571
3043,3043,17439,0,82571
3044,3044,17439,0,82571
3045,3045,17439,0,82571
3046,3046,17439,0,82571
3047,3047,17439,0,82571
3048,3048,17439,0,82571
3049,3049,17439,0,82571
3050,3050,17439,0,82571
3051,3051,17439,0,82571
3052,3052,17439,0,82571
3053,3053,17439,0,82571
3054,3054,17439,0,82571
3055,3055,17439,0,82571
3056,3056,17439,0,82571
3057,3057,17439,0,82571
3058,3058,17439,0,82571
3059,3059,17439,0,82571
3060,3060,17439,0,82571
3061,3061,17439,0,82571
3062,3062,17439,0,82571
3063,3063,17439,0,82571
3064,3064,17439,0,82571
3065,3065,17439,0,82571
3066,3066,17439,0,82571
3067,3067,17439,0,82571
3068,3068,17439,0,82571
3069,3069,17439,0,82571
3070,3070,17439,0,82571
3071,3071,17439,0,82571
3072,3072,17439,0,82571
3073,3073,17439,0,82571
3074,3074,17439,0,82571
3075,3075,17439,0,82571
3076,3076,17439,0,82571
3077,3077,17439,0,82571
3078,3078,17439,0,82571
3079,3079,17439,0,82571
3080,3080,17439,0,82571
3081,3081,17439,0,82571
3082,3082,17439,0,82571
3083,3083,17439,0,82571
3084,3084,17439,0,82571
3085,3085,17439,0,82571
3086,3086,17439,0,82571
3087,3087,17439,0,82571
3088,3088,17439,0,82571
3089,3089,17439,0,82571
3090,3090,17439,0,82571
3091,3091,17439,0,82571
3092,3092,17439,0,82571
3093,3093,17439,0,82571
3094,3094,17439,0,82571
3095,3095,17439,0,82571
3096,3096,17439,0,82571
3097,3097,17439,0,82571
3098,3098,17439,0,82571
3099,3099,17439,0,82571
3100,3100,17439,0,82571
3101,3101,17439,0,82571
3102,3102,17439,0,82571
3103,3103,17439,0,82571
3104,3104,17439,0,82571
3105,3105,17439,0,82571
3106,3106,17439,0,82571
3107,3107,17439,0,82571
3108,3108,17439,0,82571
3109,3109,17439,0,82571
3110,3110,17439,0,82571
3111,3111,17439,0,82571
3112,3112,17439,0,82571
3113,3113,17439,0,82571
3114,3114,17439,0,82571
3115,3115,17439,0,82571
3116,3116,17439,0,82571
3117,3117,17439,0,82571
3118,3118,17439,0,82571
3119,3119,17439,0,82571
3120,3120,17439,0,82571
3121,3121,17439,0,82571
3122,3122,17439,0,82571
3123,3123,17439,0,82571
3124,3124,17439,0,82571
3125,3125,17439,0,82571
3126,3126,17439,0,82571
3127,3127,17439,0,82571
3128,3128,17439,0,82571
3129,3129,17439,0,82571
